Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
2.0,2,135,3.0,10,1339,1,0,0,1,0,0,0,0,1,0,1,0
5.0,3,225,5.0,6,1082,0,0,0,0,0,1,1,0,0,0,1,0
3.0,1,229,3.0,10,4971,1,0,0,0,0,1,0,0,1,0,1,0
3.0,2,228,1.0,2,5640,0,0,0,0,0,1,0,0,1,0,0,1
0.0,1,195,6.0,10,4944,1,0,0,0,1,0,1,0,0,1,0,0
4.0,5,171,3.0,10,1683,1,0,1,0,0,0,0,0,1,0,1,0
6.0,3,282,4.0,9,1417,1,1,0,0,0,0,0,0,1,0,1,0
5.0,2,161,3.0,10,5804,1,0,0,0,0,1,1,0,0,0,1,0
0.0,1,274,4.0,3,5979,0,0,0,0,0,1,0,0,1,0,1,0
5.0,4,222,3.0,10,5555,0,0,0,1,0,0,0,0,1,0,1,0
5.0,4,264,10.0,34,2960,1,0,1,0,0,0,0,0,1,0,0,1
4.0,1,196,3.0,3,5496,0,0,0,0,0,1,0,0,1,0,1,0
4.0,2,232,3.0,10,2835,1,0,0,0,0,1,0,0,1,1,0,0
3.0,4,232,5.0,10,5653,1,0,0,1,0,0,0,1,0,0,0,1
0.0,3,194,3.0,10,4331,0,0,0,0,0,1,0,0,1,0,1,0
5.0,5,161,3.0,7,5338,1,0,1,0,0,0,0,0,1,1,0,0
5.0,1,207,3.0,10,4112,0,0,1,0,0,0,1,0,0,0,1,0
0.0,1,228,2.0,2,5435,0,0,1,0,0,0,0,0,1,0,1,0
5.0,2,146,3.0,7,4524,1,1,0,0,0,0,1,0,0,0,1,0
3.0,4,221,3.0,1,4518,1,0,0,1,0,0,1,0,0,0,1,0
5.0,5,134,2.0,53,1088,1,0,0,1,0,0,0,0,1,0,0,1
0.0,3,254,2.0,10,5546,0,0,0,1,0,0,1,0,0,0,1,0
3.0,5,160,3.0,10,4106,0,0,0,0,0,1,0,0,1,0,1,0
4.0,2,273,2.0,10,2229,1,0,0,1,0,0,0,0,1,0,1,0
4.0,3,142,2.0,10,5502,1,1,0,0,0,0,1,0,0,0,1,0
4.0,4,224,2.0,8,5754,1,1,0,0,0,0,0,0,1,0,1,0
3.0,3,253,5.0,63,3788,1,0,0,0,0,1,0,0,1,0,1,0
4.0,3,209,3.0,10,4104,1,0,0,0,0,1,0,1,0,0,0,1
0.0,5,196,3.0,10,3722,1,0,0,0,0,1,0,0,1,0,0,1
6.0,5,135,5.0,10,1078,1,0,0,0,0,1,0,0,1,0,1,0
0.0,4,196,2.0,6,2718,1,0,0,0,1,0,0,1,0,0,1,0
6.0,2,247,4.0,10,1556,0,0,0,0,0,1,0,0,1,0,1,0
0.0,2,239,5.0,6,1310,1,0,0,0,0,1,0,1,0,0,0,1
6.0,1,254,4.0,10,1071,0,0,0,0,1,0,0,0,1,0,1,0
3.0,5,195,3.0,4,4864,0,0,1,0,0,0,0,1,0,0,1,0
5.0,4,273,3.0,10,5672,1,0,0,0,1,0,0,0,1,0,0,1
6.0,2,215,5.0,10,4057,0,0,0,0,0,1,0,1,0,0,1,0
4.0,2,177,1.0,10,1233,1,0,0,0,1,0,1,0,0,0,1,0
3.0,3,189,3.0,10,5896,1,1,0,0,0,0,0,0,1,0,0,1
0.0,1,215,4.0,10,3905,1,1,0,0,0,0,0,0,1,0,1,0
5.0,2,160,4.0,43,1479,1,0,1,0,0,0,0,0,1,0,0,1
0.0,1,139,3.0,10,5632,0,0,0,1,0,0,1,0,0,0,0,1
0.0,2,184,1.0,63,3609,1,0,0,0,0,1,0,0,1,0,1,0
0.0,1,121,5.0,60,1577,1,0,0,1,0,0,1,0,0,0,1,0
5.0,4,133,3.0,9,1051,1,0,0,0,0,1,0,0,1,0,1,0
0.0,1,158,3.0,51,1540,1,0,0,0,1,0,1,0,0,0,0,1
6.0,2,286,4.0,4,1594,0,0,1,0,0,0,0,0,1,0,1,0
0.0,2,281,4.0,5,3007,1,0,0,0,1,0,0,0,1,1,0,0
7.0,2,261,4.0,9,1918,1,1,0,0,0,0,0,0,1,0,0,1
3.0,4,214,3.0,10,4794,0,0,0,0,0,1,0,0,1,0,1,0
3.0,5,158,3.0,10,4861,0,0,0,0,0,1,0,1,0,0,1,0
3.0,2,180,3.0,55,1165,1,0,0,1,0,0,0,0,1,0,0,1
4.0,3,169,2.0,2,1399,1,0,0,1,0,0,0,0,1,0,1,0
5.0,3,225,7.0,17,3516,1,0,0,0,1,0,0,0,1,0,0,1
6.0,4,280,4.0,10,1831,1,0,0,0,0,1,0,0,1,0,1,0
4.0,2,166,3.0,62,1944,1,1,0,0,0,0,0,0,1,0,1,0
0.0,5,172,3.0,1,5024,1,0,0,0,0,1,0,1,0,0,0,1
0.0,5,280,3.0,9,4074,1,0,1,0,0,0,0,0,1,0,1,0
5.0,4,212,2.0,10,4925,0,0,1,0,0,0,0,1,0,0,1,0
4.0,3,246,6.0,10,1176,0,1,0,0,0,0,0,1,0,0,1,0
6.0,1,246,3.0,7,4733,1,0,0,0,1,0,0,0,1,0,0,1
4.0,2,154,2.0,10,4705,1,1,0,0,0,0,0,0,1,0,0,1
3.0,2,203,3.0,10,2791,1,0,1,0,0,0,0,0,1,1,0,0
0.0,4,296,4.0,10,1717,1,0,1,0,0,0,0,0,1,0,1,0
4.0,3,185,3.0,10,3131,1,0,0,0,1,0,0,0,1,0,0,1
4.0,1,249,6.0,10,3007,1,0,0,0,1,0,0,0,1,0,0,1
5.0,4,269,1.0,15,2522,1,0,0,0,1,0,0,1,0,0,0,1
3.0,2,213,6.0,10,3007,1,1,0,0,0,0,0,0,1,0,0,1
0.0,3,263,4.0,23,2960,1,0,0,1,0,0,0,0,1,0,0,1
0.0,1,142,4.0,2,4735,1,1,0,0,0,0,0,1,0,0,0,1
0.0,2,134,3.0,38,1352,1,0,0,0,0,1,0,0,1,0,1,0
0.0,4,267,3.0,10,5254,0,0,0,1,0,0,0,0,1,0,0,1
3.0,2,164,2.0,10,4442,1,0,0,0,1,0,0,0,1,0,0,1
3.0,3,178,2.0,10,1778,1,0,0,0,0,1,0,0,1,0,0,1
3.0,1,166,3.0,9,4410,0,0,0,0,0,1,0,0,1,0,0,1
3.0,5,222,2.0,9,1321,0,0,0,0,0,1,0,0,1,0,1,0
3.0,1,268,3.0,10,2479,1,0,0,1,0,0,0,0,1,0,1,0
4.0,5,232,3.0,32,3253,1,0,0,0,0,1,1,0,0,0,0,1
6.0,5,278,4.0,10,1140,0,0,0,0,1,0,0,1,0,0,0,1
3.0,1,141,2.0,10,1297,1,0,0,0,0,1,0,0,1,0,1,0
5.0,5,140,8.0,10,4793,1,0,0,0,0,1,0,0,1,0,0,1
4.0,1,241,4.0,5,5080,0,1,0,0,0,0,0,0,1,0,0,1
0.0,1,105,6.0,62,3007,1,1,0,0,0,0,0,0,1,0,0,1
4.0,3,197,5.0,10,4209,1,0,0,0,0,1,1,0,0,0,1,0
4.0,1,160,3.0,1,5741,1,0,0,0,0,1,0,1,0,0,0,1
3.0,5,193,3.0,10,5817,0,0,1,0,0,0,0,0,1,0,0,1
0.0,4,231,3.0,39,3792,1,0,0,0,1,0,0,0,1,0,0,1
3.0,4,195,3.0,10,4031,0,0,0,0,0,1,0,0,1,0,0,1
5.0,1,237,4.0,10,2605,1,0,0,0,0,1,0,0,1,0,1,0
7.0,2,305,4.0,7,1813,0,0,0,0,0,1,0,0,1,0,0,1
0.0,2,189,6.0,10,3007,0,0,0,1,0,0,0,0,1,0,1,0
5.0,3,210,6.0,10,4203,1,0,0,1,0,0,0,0,1,0,1,0
4.0,4,140,8.0,2,5481,0,0,0,1,0,0,0,0,1,0,0,1
4.0,5,221,10.0,10,4646,0,0,0,1,0,0,0,0,1,1,0,0
6.0,4,138,3.0,10,4225,0,0,0,0,1,0,0,0,1,0,0,1
2.0,3,226,3.0,8,5106,1,0,1,0,0,0,0,0,1,0,0,1
6.0,1,253,3.0,10,1962,0,0,0,0,0,1,0,1,0,0,1,0
0.0,3,151,3.0,10,4025,1,0,1,0,0,0,0,0,1,0,0,1
7.0,4,309,4.0,10,1880,0,0,0,0,1,0,0,0,1,0,1,0
4.0,4,255,2.0,29,2267,1,0,0,0,0,1,0,0,1,0,0,1
3.0,5,152,4.0,10,4809,0,0,0,0,0,1,0,0,1,0,0,1
3.0,4,186,2.0,9,5841,0,0,0,0,0,1,0,0,1,0,0,1
3.0,5,224,2.0,10,3891,1,0,0,0,0,1,0,0,1,0,1,0
0.0,5,136,2.0,4,5512,0,0,0,1,0,0,0,0,1,0,0,1
3.0,1,224,3.0,45,3624,1,0,0,0,1,0,0,1,0,0,1,0
3.0,1,244,3.0,1,5695,1,0,1,0,0,0,0,0,1,0,0,1
5.0,1,252,3.0,2,4339,0,0,0,0,0,1,0,0,1,0,0,1
5.0,2,222,3.0,10,5644,1,0,0,1,0,0,0,1,0,0,0,1
3.0,2,111,2.0,4,4245,1,0,0,0,1,0,0,0,1,0,1,0
5.0,1,189,3.0,14,3007,1,0,0,0,1,0,1,0,0,0,0,1
5.0,2,248,8.0,10,4583,0,1,0,0,0,0,0,0,1,0,1,0
3.0,2,214,4.0,10,1322,1,0,0,1,0,0,0,0,1,0,0,1
3.0,4,202,5.0,10,4632,0,0,0,0,1,0,0,1,0,1,0,0
6.0,3,241,6.0,8,3878,1,1,0,0,0,0,0,1,0,1,0,0
0.0,1,152,3.0,10,1464,1,0,0,0,0,1,0,0,1,1,0,0
5.0,4,231,6.0,3,1075,0,0,1,0,0,0,0,0,1,0,0,1
4.0,5,174,2.0,10,5764,0,0,0,0,0,1,0,0,1,0,1,0
5.0,2,146,3.0,10,4725,0,1,0,0,0,0,0,0,1,0,1,0
5.0,3,222,6.0,10,1656,0,0,0,0,1,0,0,1,0,0,1,0
5.0,5,272,2.0,4,5342,0,0,0,0,0,1,0,1,0,0,1,0
3.0,2,182,2.0,10,4391,1,0,0,0,1,0,0,0,1,0,1,0
0.0,4,181,3.0,10,5276,1,0,0,0,0,1,1,0,0,0,1,0
2.0,2,173,3.0,10,1575,1,0,0,1,0,0,0,0,1,0,0,1
0.0,5,242,2.0,10,4806,1,0,0,0,0,1,0,0,1,0,0,1
0.0,2,294,4.0,10,1265,1,1,0,0,0,0,0,0,1,0,1,0
0.0,5,139,4.0,10,1265,1,0,0,0,0,1,0,0,1,0,0,1
3.0,3,198,2.0,10,4996,1,0,0,0,0,1,0,0,1,0,1,0
0.0,2,203,3.0,10,5296,1,0,0,0,0,1,1,0,0,0,1,0
4.0,1,269,3.0,7,5211,1,0,0,1,0,0,0,0,1,0,1,0
6.0,2,269,4.0,3,1665,0,1,0,0,0,0,0,0,1,0,0,1
5.0,1,232,3.0,10,1014,1,0,1,0,0,0,0,0,1,0,1,0
5.0,1,255,4.0,9,3007,1,0,0,0,1,0,1,0,0,0,0,1
0.0,1,161,2.0,10,3007,1,0,0,1,0,0,1,0,0,1,0,0
0.0,5,141,2.0,1,4395,1,0,0,1,0,0,0,0,1,0,1,0
3.0,3,208,5.0,10,4258,0,0,0,0,1,0,0,0,1,0,1,0
7.0,1,301,4.0,6,1052,1,0,0,0,0,1,0,0,1,0,1,0
0.0,3,197,2.0,10,3400,1,0,0,0,1,0,0,0,1,0,1,0
0.0,3,178,3.0,10,4451,1,1,0,0,0,0,0,0,1,0,0,1
5.0,3,270,5.0,9,1764,1,0,1,0,0,0,0,1,0,0,0,1
5.0,2,130,4.0,1,1877,0,0,0,0,0,1,1,0,0,0,0,1
3.0,5,286,6.0,8,4777,0,0,0,0,1,0,0,0,1,1,0,0
0.0,3,269,2.0,10,4158,0,0,0,0,1,0,0,0,1,0,0,1
3.0,4,254,3.0,6,5716,0,1,0,0,0,0,0,0,1,0,0,1
0.0,4,259,2.0,10,2132,1,0,0,1,0,0,0,0,1,0,0,1
4.0,5,160,3.0,10,3007,1,0,0,0,0,1,0,0,1,0,0,1
5.0,2,236,3.0,10,3679,1,0,0,0,1,0,0,1,0,0,1,0
3.0,3,250,5.0,10,3007,1,0,0,1,0,0,0,0,1,0,0,1
2.0,4,226,3.0,10,4098,1,0,0,0,0,1,0,0,1,0,1,0
3.0,2,197,4.0,1,5210,1,0,0,0,0,1,0,0,1,0,0,1
5.0,2,223,1.0,10,1232,1,0,1,0,0,0,0,0,1,0,0,1
3.0,4,242,10.0,5,4127,0,1,0,0,0,0,0,0,1,1,0,0
0.0,4,189,3.0,10,5464,0,0,0,0,0,1,0,0,1,1,0,0
3.0,3,183,3.0,10,3007,0,0,0,0,0,1,0,0,1,0,1,0
3.0,1,185,3.0,10,4316,0,0,0,1,0,0,1,0,0,0,0,1
0.0,5,169,4.0,10,4213,0,0,0,0,1,0,0,0,1,0,1,0
3.0,2,208,4.0,52,2900,1,0,0,1,0,0,0,0,1,0,0,1
0.0,5,148,8.0,10,5700,0,1,0,0,0,0,0,1,0,0,0,1
4.0,1,161,2.0,41,1992,1,0,0,0,1,0,0,0,1,1,0,0
4.0,2,236,3.0,4,3007,0,0,0,0,0,1,0,0,1,0,1,0
4.0,1,158,3.0,32,1061,1,0,1,0,0,0,0,1,0,0,1,0
3.0,5,243,3.0,4,3189,1,0,1,0,0,0,0,0,1,0,0,1
4.0,3,262,4.0,2,4783,1,0,0,1,0,0,1,0,0,1,0,0
3.0,2,201,4.0,10,5565,0,0,0,0,1,0,0,0,1,0,0,1
4.0,1,207,2.0,10,3242,1,0,0,0,0,1,0,1,0,0,1,0
2.0,1,222,2.0,58,3626,1,0,0,0,0,1,0,0,1,0,0,1
2.0,5,148,3.0,11,1502,1,0,0,0,0,1,0,0,1,1,0,0
0.0,2,268,3.0,1,4927,0,0,0,1,0,0,0,1,0,0,0,1
4.0,4,229,2.0,45,3776,1,0,1,0,0,0,1,0,0,0,0,1
4.0,2,199,3.0,23,2994,1,0,1,0,0,0,1,0,0,0,1,0
4.0,4,164,4.0,1,4365,1,0,0,0,0,1,0,1,0,0,0,1
5.0,5,226,3.0,50,2348,1,0,0,0,0,1,0,0,1,0,1,0
0.0,2,156,3.0,1,5361,0,0,0,1,0,0,0,0,1,0,1,0
5.0,5,254,5.0,2,4426,0,0,0,1,0,0,0,0,1,0,1,0
3.0,2,145,2.0,10,4409,0,0,0,0,0,1,0,1,0,0,1,0
4.0,5,150,1.0,5,4512,0,1,0,0,0,0,0,0,1,0,1,0
5.0,5,132,3.0,10,4339,1,0,0,0,0,1,0,0,1,0,1,0
5.0,1,137,1.0,10,4584,0,0,0,0,0,1,1,0,0,0,1,0
3.0,2,199,3.0,10,5768,1,0,0,0,0,1,0,0,1,0,0,1
2.0,2,148,3.0,35,1349,1,0,1,0,0,0,0,1,0,1,0,0
